round	value	daily_double	category	comments	answer	question	air_date	notes\
1	200	no	POP CULTURE	-	In 2010 McDonald's announced via Twitter that this pork sandwich was returning to its menu	McRib	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	400	no	POP CULTURE	-	This celebrity gossip website with a 3-letter name was launched in 2005	TMZ	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	600	no	POP CULTURE	-	In 2010 this singer published his "100% Official" memoir, "First Step 2 Forever\\"	Justin Bieber	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	1000	no	POP CULTURE	-	In 2010 this rapper born Clifford Harris helped coax a would-be jumper down from an Atlanta building	T.I.	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	200	no	JUMPING JUPITER!	-	Jupiter has one of these named Ganymede that's about the same size as the planet Mercury	a moon	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	400	no	JUMPING JUPITER!	-	In 1979 the Voyager probe discovered that Jupiter was surrounded by these; they're much less visible than Saturn's	rings	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	800	no	JUMPING JUPITER!	-	Despite its size, Jupiter is made up almost entirely of these 2 lightest elements	hydrogen & helium	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	2000	yes	JUMPING JUPITER!	-	Appropriately, a NASA probe that orbited Jupiter for more than 8 years was named for this astronomer	Galileo	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	200	no	WE MAKE THAT	-	iKnow it makes the Macbook Pro	Apple	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	400	no	WE MAKE THAT	-	It scored with the Air Max Hyped men's basketball shoe	Nike	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	600	no	WE MAKE THAT	-	Play around with its PlayStation 3	Sony	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	800	no	WE MAKE THAT	-	This company's 1969 jeans seem like they could be found in 1,969 malls	Gap	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	1000	no	WE MAKE THAT	-	When it comes to laptops, this company's vPro processors are inside	Intel	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	200	no	VAMPIRE DIARIES	-	In a 2005 novel the narrator is absolutely positive that this 17-year-old is a vampire but loves him anyway	Edward	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	400	no	VAMPIRE DIARIES	-	She wrote the now-classic "Interview with the Vampire\\"	(Anne) Rice	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	600	no	VAMPIRE DIARIES	-	Chapter XXIV of this novel opens with "Dr. Seward's phonograph diary, spoken by Van Helsing\\"	Dracula	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	800	no	VAMPIRE DIARIES	-	The "Vampire Diaries" series centers on Elena, Stefan & this brother of his	Damon	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	1000	no	VAMPIRE DIARIES	-	In a 2009 book by Amanda Grange, Elizabeth Bennet discovers this title character's true nature (he's a vampyre)	Mr. Darcy	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	200	no	COMBINED STATE ABBREV.	(Alex: You have to combine 2 postal letter abbreviations to come up with the word for us.)	To whom it may concern: Delaware + Arkansas	dear	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	400	no	COMBINED STATE ABBREV.	(Alex: You have to combine 2 postal letter abbreviations to come up with the word for us.)	Dark: Indiana + Kentucky	inky	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	600	no	COMBINED STATE ABBREV.	(Alex: You have to combine 2 postal letter abbreviations to come up with the word for us.)	A party: Georgia + Louisiana	gala	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	800	no	COMBINED STATE ABBREV.	(Alex: You have to combine 2 postal letter abbreviations to come up with the word for us.)	Has a white face: Michigan + Maine	mime	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	1000	no	COMBINED STATE ABBREV.	(Alex: You have to combine 2 postal letter abbreviations to come up with the word for us.)	Think of a bouquet: Florida + Oregon + Alabama	floral	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	400	no	CRIME DETECTION	-	Reacting to hemoglobin, the chemical Luminol is used to detect this, even if it's been wiped off	blood	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	800	no	CRIME DETECTION	-	A specialized lab is used for toxicology, the detection of these, from the Latin for "drink\\"	poison	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1200	no	CRIME DETECTION	-	A forensic expert "dusting" a room is checking for these "digital" clues	fingerprints	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1600	no	CRIME DETECTION	-	This word for a public official who investigates all non-natural deaths comes from the Latin for "crown\\"	a coroner	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	2000	no	CRIME DETECTION	-	In a forensic lab, a hood eliminates fumes & prevents the intrusive process called "cross" this	cross-contamination	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	400	no	WINTER SPORTS	-	On New Year's Day, many souls brave icy waters to take part in a swim named for these ursine creatures	a polar bear swim	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1200	no	WINTER SPORTS	-	Snowboarders use a U-shaped structure called a half this to perform radical tricks	a pipe	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1600	no	WINTER SPORTS	-	Encyclopedia Britannica calls this sport "a game similar to lawn bowls but played on ice\\"	curling	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	2000	no	WINTER SPORTS	-	Nordic combined events start with a ski jump & end with one of these long alliterative races	the cross-country race	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	400	no	HOMECOMING KINGS & QUEENS	-	Mary, queen of these people, didn't see many of them when she lived in France from age 5 until her return at 18	the Scots	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	800	no	HOMECOMING KINGS & QUEENS	-	In 2010 Akhenaton returned to this African country; actually it was just his big toe, which had been removed in 1968	Egypt	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1200	no	HOMECOMING KINGS & QUEENS	-	Chimham helped bring King David over the Jordan when he returned to this city after a rebellion	Jerusalem	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1600	no	HOMECOMING KINGS & QUEENS	-	In 1945, after the wartime years in England, Queen Wilhelmina crossed the North Sea & returned to this country	the Netherlands	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	2000	no	HOMECOMING KINGS & QUEENS	-	In 1996 King Simeon returned to Bulgaria; he had fled in 1946 after a takeover by this very anti-king political party	the Communist Party	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	400	no	COUNTRIES' LOWEST POINTS	-	For Antigua & Barbuda: This sea	the Caribbean	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	800	no	COUNTRIES' LOWEST POINTS	-	For Sri Lanka: This ocean	the Indian Ocean	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1200	no	COUNTRIES' LOWEST POINTS	-	For Lithuania: This sea	the Baltic	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1600	no	COUNTRIES' LOWEST POINTS	-	For Ukraine: This sea	the Black Sea	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	2000	yes	COUNTRIES' LOWEST POINTS	-	For Russia: This "sea\\"	the Caspian Sea	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	400	no	RED THINGS	-	These octagonal warnings weren't always red; some were yellow until 1954	stop signs	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1200	no	RED THINGS	-	The red flyer is a large type of this marsupial	a kangaroo	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1600	no	RED THINGS	-	He was the father of Leif Eriksson	Erik the Red	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	2000	no	RED THINGS	-	In issues of French Vogue you read a lot about people on le tapis rouge, this	the red carpet	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	400	no	CROSSWORD CLUES "D\\"	-	Crazy, like a certain cartoon duck (5)	daffy	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	800	no	CROSSWORD CLUES "D\\"	-	Permanently leaving the military without permission (9)	desertion	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1200	no	CROSSWORD CLUES "D\\"	-	It goes on salads or on wounds (8)	dressing	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	1600	no	CROSSWORD CLUES "D\\"	-	Any tyrannical ruler (6)	a despot	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
2	3000	yes	CROSSWORD CLUES "D\\"	-	Pre-Christian Celtic priest (5)	a druid	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
3	0	no	19th CENTURY NAMES	-	In an 1845 autobiography, he wrote, "You have seen how a man was made a slave; you shall see how a slave was made a man\\"	Frederick Douglass	2011-02-22	2011 Teen Tournament quarterfinal game 4.\
1	200	no	QUICK LIT	-	This Twain boy tells the story of helping a slave named Jim escape	Huck Finn	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	1000	yes	QUICK LIT	-	Chapter 5 of this classic novel is "Hester at her Needle\\"	The Scarlet Letter	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	600	no	QUICK LIT	-	A Louise Erdrich novel is titled "The Plague of" these birds	doves	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	800	no	QUICK LIT	-	It's book 3 in the "Hunger Games" trilogy	Mockingjay	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	1000	no	QUICK LIT	-	This Trojan war-set epic poem is the story of the wrath of Achilles	the Iliad	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	200	no	SPORTS BY THE NUMBERS	-	Fourth down	football	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	400	no	SPORTS BY THE NUMBERS	-	Triple play	baseball	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	600	no	SPORTS BY THE NUMBERS	-	Triple bogey	golf	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	800	no	SPORTS BY THE NUMBERS	-	6-4, 7-6 (7-3)	tennis	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	1000	no	SPORTS BY THE NUMBERS	-	Standing 8 count	boxing	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	200	no	THE PLACE TO "B\\"	-	Flatbush & Flatlands are neighborhoods in this NYC borough	Brooklyn	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	400	no	THE PLACE TO "B\\"	-	A resort town in Northern Ireland shares its name with this third-largest city in Maine	Bangor	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	600	no	THE PLACE TO "B\\"	-	It's the westernmost & third largest of Canada's provinces	British Columbia	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	800	no	THE PLACE TO "B\\"	-	This city's ruins lie on the Euphrates River about 50 miles south of Baghdad	Babylon	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	1000	no	THE PLACE TO "B\\"	-	In the 1990s the sultan of this country was the world's richest man	Brunei	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	200	no	TEENAGE DREAM	-	Sure, it's only -15\'b0 F. at the summit on a July day, but you can still dream of conquering this highest mountain	Mt. Everest	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	400	no	TEENAGE DREAM	-	On NASA's website, Sally Ride says study math & science if you dream of becoming one of these, like she did	an astronaut	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	600	no	TEENAGE DREAM	-	Dream of free shipping forever on millions of items if you took over for Jeff Bezos as CEO of this online giant	Amazon	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	800	no	TEENAGE DREAM	-	You may dream of taking a cruise through this artificial waterway that connects the Atlantic & Pacific	the Panama Canal	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	200	no	KIDS' SONGS IN OTHER WORDS	-	\\"Miss Poppins Once Owned One Tiny Baby Sheep\\"	\\"Mary Had A Little Lamb\\"	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	400	no	KIDS' SONGS IN OTHER WORDS	-	\\"Glimmer, Glimmer, Small Heavenly Body\\"	\\"Twinkle, Twinkle, Little Star\\"	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	600	no	KIDS' SONGS IN OTHER WORDS	-	\\"A Trio Of Vision-Impaired Rodents\\"	\\"Three Blind Mice\\"	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	800	no	KIDS' SONGS IN OTHER WORDS	-	\\"An Elderly Scotsman Owned One Ranch\\"	\\"Old MacDonald Had A Farm\\"	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	1000	no	KIDS' SONGS IN OTHER WORDS	-	\\"One Grizzly Ventured Across A Summit\\"	\\"The Bear Went Over The Mountain\\"	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	200	no	SOCIAL STUDIES	-	A rural group with collective ownership--your skeevy uncle was in the "Hog Farm" one in the '70s	a commune	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	400	no	SOCIAL STUDIES	-	The "Great Migration" from the south brought 120,000 African Americans to this "Windy City" in the 1920s	Chicago	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	600	no	SOCIAL STUDIES	-	The Bengali language is spoken by more people than Russian or French, with the greatest number in this country	Bangladesh	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	800	no	SOCIAL STUDIES	-	It's a person's level of social standing or prestige; a big house is an alliterative "symbol" of it	status	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	1000	no	SOCIAL STUDIES	-	It means a government with no monarch; Ben Franklin said we have one, "if you can keep it\\"	a republic	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	400	no	THE 13 COLONIES	-	Under the Treaty of Breda, the Dutch gave up New Netherland to the British, who renamed it this in 1664	New York	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	800	no	THE 13 COLONIES	-	In 1635 William Blackstone became the first European to settle in this colony, one year before Roger Williams	Rhode Island	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	2000	yes	THE 13 COLONIES	-	It was the last colony founded & the only one established in the 18th century	Georgia	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	1600	no	THE 13 COLONIES	-	In 1741 King George II set this colony's southern border with Massachusetts	New Hampshire	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	2000	no	THE 13 COLONIES	-	Last name of the family that regained control of Maryland from the Crown in 1715	Calvert	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	400	no	CELEBRITEENS	-	At 19, this country cutie became the youngest singer ever named CMA entertainer of the year	Taylor Swift	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	800	no	CELEBRITEENS	-	She was just 16 when her first single, "...Baby One More Time", hit the airwaves	Britney Spears	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	1200	no	CELEBRITEENS	-	After they started dating in 2005, these teen lovebirds were dubbed "Zanessa\\"	Zac Efron & Vanessa Hudgens	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	1600	no	CELEBRITEENS	-	At 19, he was the youngest competitor in the house on season 11 of "Dancing with the Stars\\"	Kyle Massey	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	400	no	COLLECTIBLES	-	Some people collect these metal objects, used instead of cash as fare on subways & buses	tokens	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	1200	no	COLLECTIBLES	-	Patti the Platypus & Chocolate the Moose were among the first of these "Babies\\"	Beanie Babies	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	1600	no	COLLECTIBLES	-	Conchology is the study & collecting of these natural objects	shells	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	2000	no	COLLECTIBLES	-	Numismatics is a fancy name for this popular hobby	coin collecting	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	400	no	BIOLOGY GLOSSARY	-	We suppose you know that adipose is a layer of this that insulates the body from heat loss	fat	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	1500	yes	BIOLOGY GLOSSARY	-	By definition, phototaxis is the movement of an organism in response to this	light	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	1600	no	BIOLOGY GLOSSARY	-	It's the proper term for a human embryo after the first trimester	a fetus	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	2000	no	BIOLOGY GLOSSARY	-	In 1901 botanist Hugo de Vries coined this term to describe sudden genetic change	mutation	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	400	no	10-LETTER WORDS	-	It's the glass above a car's dashboard	windshield	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	800	no	10-LETTER WORDS	-	To move a kidney from one body to another	transplant	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	1600	no	10-LETTER WORDS	-	\\"V" know it's another term for a respirator; do you?	ventilator	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	2000	no	10-LETTER WORDS	-	Literary term meaning to show or indicate earlier in the story	foreshadow	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	400	no	SO. CAL. STUDIES	-	In September 2010 Tinker Bell got one of these on the Hollywood Walk of Fame	a star	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	800	no	SO. CAL. STUDIES	-	In 1882 the first grove of these was planted in Redlands, which was soon the heart of California production	orange trees	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	1200	no	SO. CAL. STUDIES	-	The state's southernmost county shares its name with this big city	San Diego	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	1600	no	SO. CAL. STUDIES	-	Take a drink at communities called Warner, Borrego & Palm these	springs	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
2	2000	no	SO. CAL. STUDIES	-	The Chocolate Mountains don't produce chocolate, but some say there's $100 billion in this under them	gold	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
3	0	no	AMERICAN LIT	-	He wrote, "The hellish tattoo of the heart increased.  It grew quicker & quicker, & louder & louder every instant\\"	Edgar Allan Poe	2011-02-23	2011 Teen Tournament quarterfinal game 5.\
1	200	no	ORIGINAL TITLES	-	Victor Hugo,  1831:  "Notre-Dame de Paris\\"	The Hunchback of Notre-Dame	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	400	no	ORIGINAL TITLES	-	Lewis Carroll,  1865:  "Alice's Adventures Underground\\"	Alice's Adventures in Wonderland	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	600	no	ORIGINAL TITLES	-	Jonathan Swift,  1726:  "Travels into Several Remote Nations of the World\\"	Gulliver's Travels	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	800	no	ORIGINAL TITLES	-	Robert Louis Stevenson, 1883:  "The Sea Cook\\"	Treasure Island	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	1000	no	ORIGINAL TITLES	-	William Faulkner,  1929:  "Twilight" (the title ended up 5 words instead of 1)	The Sound and the Fury	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	200	no	21st CENTURY HITMAKERS	-	\\"Teenage Dream\\"	Katy Perry	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	400	no	21st CENTURY HITMAKERS	-	\\"Billionaire"  (with Travie McCoy)	Bruno Mars	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	600	no	21st CENTURY HITMAKERS	-	\\"The Climb\\"	Miley Cyrus	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	800	no	21st CENTURY HITMAKERS	-	\\"Meet Me Halfway\\"	The Black Eyed Peas	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	1000	no	21st CENTURY HITMAKERS	-	\\"Sugar"  (featuring Wynter) &  "Right Round\\"	Flo Rida	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	200	no	U.S. HISTORY	-	When this federal standard went into effect in 1938, it was 25 cents per hour; today, it's $7.25	the minimum wage	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	400	no	U.S. HISTORY	-	A devastating earthquake & fire in this city in 1906 caused 3,000 deaths & $400 million in damages	San Francisco	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	800	no	U.S. HISTORY	-	In 1800 these 2 men tied for electoral votes & the House had to decide the outcome	Jefferson & Aaron Burr	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	1000	no	U.S. HISTORY	-	In October 1973 he resigned as vice president & pleaded no contest to one count of income tax evasion	Spiro Agnew	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	200	no	COMPUTER GAMES	-	In 2010 this latest "Call of Duty" title sold 5.6 million copies in 24 hours	Black Ops	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	400	no	COMPUTER GAMES	-	\\"Reach" for the latest version of this Bungie game & defend Earth's last line of defense against The Covenant	Halo	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	600	no	COMPUTER GAMES	-	In this game's sequel, we return to the underwater city of Rapture & take a submerged walk in Big Daddy's diving suit	BioShock	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	800	no	COMPUTER GAMES	-	Time to play this alliterative game series that's set in Eorzea as it moves to its 14th incarnation	Final Fantasy	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	1000	no	COMPUTER GAMES	-	The latest "Fallout" game takes place in this city after your character is left to die in a Mojave grave	Las Vegas	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	200	no	WEDDINGS	-	It's customary to remove the top layer of this & keep it in the freezer until the first anniversary	the wedding cake	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	400	no	WEDDINGS	-	Somewhat wilder today, it began in ancient Sparta as a simple dinner for the groom & his friends before the wedding	a bachelor party	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	600	no	WEDDINGS	-	Nellie Custis, Washington's step-granddaughter, was the first bride to wear a lace one of these to cover her face	a veil	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	800	no	WEDDINGS	-	Among this person's traditional duties are to pay the officiant & sign the marriage license as a witness	the best man	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	1000	no	WEDDINGS	-	That adorable 6-year-old niece is perfect for this job of scattering petals in the aisle	a flower girl	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	200	no	R U "SHR"?	-	Slang for a psychotherapist	a shrink	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	400	no	R U "SHR"?	-	A women's short jacket or sweater that's open down the front, or a raising of the shoulders	a shrug	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	1800	yes	R U "SHR"?	-	In 1936 Adolf Ehinger improved upon this office device, fashioning it after a pasta-making machine	a shredder	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	800	no	R U "SHR"?	-	To wrap a corpse in a burial cloth, or the burial cloth itself	shroud	2011-02-24	2011 Teen Tournament semifinal game 1.\
1	1000	no	R U "SHR"?	-	About the size of a thumbnail, the North American pygmy type of this may be the smallest mammal	a shrew	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	400	no	RIVERS	-	It empties into the English Channel at Le Havre	the Seine	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	10000	yes	RIVERS	-	The traditional source of this river is marked by a stone in a field 356 feet above sea level & 3 miles SW of Cirencester	the Thames	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	1200	no	RIVERS	-	This river that rises in the Rocky Mountains flows through the Grand Canyon	the Colorado	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	1600	no	RIVERS	-	Guarani words meaning "place to paddle" give us the name of this river that flows 1,700 miles, mostly in Venezuela	the Orinoco	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	2000	no	RIVERS	-	This river that includes Victoria Falls on its course has a name meaning "great river" in a Bantu language	the Zambezi	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	400	no	PERIOD MOVIES	-	On the "Gladiator" poster, Russell Crowe holds a sword; on the "Robin Hood" poster, he holds this weapon	a bow & arrow	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	800	no	PERIOD MOVIES	-	Keira Knightley, as "The Duchess", does not have exactly a warm & loving marriage with Ralph Fiennes, as him	the Duke of Devonshire	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	1200	no	PERIOD MOVIES	-	\\"Grease" came out in 1978; that's already prehistoric to you, but it's set even longer ago, in this decade	the 1950s	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	1600	no	PERIOD MOVIES	-	This comedy about long ago stars Jack Black, Michael Cera & Oliver Platt as the high priest of Sodom	Year One	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	2000	no	PERIOD MOVIES	-	\\"Me and" this "Citizen Kane" director shows the great man when he was still directing plays	Orson Welles	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	400	no	HODGEPODGE	-	In 2009 Facebook overtook this rival to become the biggest social networking website	Myspace	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	800	no	HODGEPODGE	-	Jack Russell is a breed of this dog	terriers	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	1200	no	HODGEPODGE	-	Gotlandska, spoken on the island of Gotland, is a dialect of this language	Swedish	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	1600	no	HODGEPODGE	-	For the little ones, this shoe company makes All Star Dr. Seuss sneakers	Converse	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	2000	no	HODGEPODGE	-	It's the number of feet in a fathom	6	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	400	no	IT'S ALL A MYTH	-	Atlas got a brief respite from holding up the heavens when he helped out this hero with one of his labors	Hercules	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	800	no	IT'S ALL A MYTH	-	Pan, the god of woods & fields, flocks & shepherds, was part man, part this animal	goat	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	1200	no	IT'S ALL A MYTH	-	In Egyptian myth this 2-letter sun god is the ancestor of the pharaohs	Ra	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	7400	yes	IT'S ALL A MYTH	-	It's the answer to the Sphinx' riddle: "What walks on 4 legs in the morning, 2 legs at noon & 3 in the evening?\\"	man	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	2000	no	IT'S ALL A MYTH	-	In Norse myth mortals lived in Midgard & gods like Odin & Frigg lived in this realm	Asgard	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	400	no	ANGLAIS-ING THE FRENCH WORD	-	Which came first, the "poulet" or the "oeuf"? (these 2 items)	the chicken & the egg	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	800	no	ANGLAIS-ING THE FRENCH WORD	-	The opposite of amour is haine, this	hate	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	1200	no	ANGLAIS-ING THE FRENCH WORD	-	In geography le detroit d'Hormuz is the this of Hormuz	the Strait	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	1600	no	ANGLAIS-ING THE FRENCH WORD	-	I had a sandwich at dejeuner, this meal	lunch	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	2000	no	ANGLAIS-ING THE FRENCH WORD	-	When grandma says, "fais-moi une bise", she means "give me a" this	kiss	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	800	no	DESIGN SQUAD NATIO	(Alex: And finally, in honor of National Engineers Week, [*].  That's PBS's show which features teen engineers, interestingly enough.)	The squad earned "wings" by making a human-powered flier for this "colorful" energy drink's annual event	Red Bull	2011-02-24	2011 Teen Tournament semifinal game 1.\
2	1600	no	DESIGN SQUAD NATIO	(Alex: And finally, in honor of National Engineers Week, [*].  That's PBS's show which features teen engineers, interestingly enough.)	Lights on a very special cake use xenon gas; when the xenon carries current it glows blue as this fourth state of matter	plasma	2011-02-24	2011 Teen Tournament semifinal game 1.\
